Fa,Fs,beta,dim,isDynamic,isFock,mass2,massratio,order,partition,rs,spin,Σw,Σw.err,μ,μ.err
-0.0,-0.0,80.0,3,false,false,3.0,1.0,3,210,1.0,2,0.0042844901513506865,5.630621775180649e-5,0.024560547052794902,0.0003079961658575561
-0.0,-0.0,80.0,3,false,false,3.0,1.0,3,101,1.0,2,0.0,3.751317983987942e-12,0.19039633626330016,0.00015000859629649718
-0.0,-0.0,80.0,3,false,false,3.0,1.0,3,300,1.0,2,-0.008567274542435607,7.317471599775803e-5,0.00917489624700248,0.00018151914193976153
-0.0,-0.0,80.0,3,false,false,3.0,1.0,3,100,1.0,2,0.0,3.751317983987942e-12,0.39948495149363533,0.0003481387108440022
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,121,1.0,1,0.0,7.502635967975883e-12,-0.009865492969118754,7.604790250981571e-5
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,400,1.0,1,-0.011100597656213294,0.00024676680401619026,0.015780720623518683,0.0005759095925781749
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,102,1.0,1,0.0,7.502635967975883e-12,0.19008627208625417,6.489196863260932e-5
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,110,1.0,1,0.0,7.502635967975883e-12,0.4082033710103337,0.0001344516034948347
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,200,1.0,1,0.024420331315080018,1.2445213146143508e-5,0.3505819057824597,0.00012527865804540182
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,112,1.0,1,0.0,7.502635967975883e-12,0.11353664346426694,3.571868566639849e-5
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,202,1.0,1,0.06971129908190282,2.038675546599368e-5,0.2595186102835202,8.426776753989157e-5
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,210,1.0,1,0.0034208850995961337,3.9638694497566277e-5,0.1017623119300425,0.00027782243123056883
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,101,1.0,1,0.0,7.502635967975883e-12,0.37820021613468724,0.00014827958408403374
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,300,1.0,1,-0.008302491701011553,6.36024584929338e-5,0.09658647576601447,0.00017860199830594704
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,120,1.0,1,0.0,7.502635967975883e-12,-0.013050284578241917,0.00019163511488099776
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,201,1.0,1,0.050449843200755504,1.804021789917457e-5,0.33305087677783957,0.00011123773665789104
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,310,1.0,1,-0.03798340343629521,0.000349736550898012,-0.010483131568204735,0.001292823461942593
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,111,1.0,1,0.0,7.502635967975883e-12,0.19747389186122946,6.300789780272659e-5
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,103,1.0,1,0.0,7.502635967975883e-12,0.1055671459213103,3.248967919185522e-5
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,130,1.0,1,0.0,7.502635967975883e-12,-0.008987155829005859,0.0005491515965474321
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,211,1.0,1,0.004744516367021706,5.278332724881586e-5,0.064170232052066,0.00022731029892059573
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,220,1.0,1,-0.02148444300983447,0.0001306661959408028,-0.04164728166252899,0.0013449881124137576
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,301,1.0,1,-0.030327554864001616,0.00013630282917042883,0.1126072933919895,0.0002351040506651548
-0.0,-0.0,25.0,2,false,false,1.0,1.0,4,100,1.0,1,0.0,7.502635967975883e-12,0.8308241043886911,0.0002980217861091171
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,121,1.0,1,0.0,7.502635967975883e-12,-0.003545997812758229,4.4580555187216306e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,400,1.0,1,-2.9248311478470425e-5,1.61452903226821e-6,0.0009509580388351839,1.2947958532876164e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,102,1.0,1,0.0,7.502635967975883e-12,0.192278167737536,6.312624430357432e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,110,1.0,1,0.0,7.502635967975883e-12,0.1621200835949023,5.383867719270937e-5
-0.0,-0.0,25.0,2,false,false,4.5,1.0,4,200,1.0,1,0.0005191414942223548,5.016983281633197e-7,0.05448610700982602,1.8036517371956784e-5
